Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
18612,33.0,Production,4,4.0,2.0,Male,3,2,2,L,Y,H,Machinists,5207.0,4.0,Yes,12.0,2.0,H,15.0,Y,3.0,15.0,14.0,5.0,7.0,54
18712,35.0,Research and Development,15,5.0,2.0,Male,4,2,2,L,N,L,Research and Design Specialists,5208.0,2.0,No,11.0,4.0,L,16.0,N,3.0,16.0,15.0,1.0,10.0,46
18775,31.0,Production,19,4.0,2.0,Male,3,1,2,L,N,H,Machinists,3477.0,6.0,No,14.0,4.0,L,6.0,Y,4.0,5.0,2.0,0.0,3.0,73
18776,33.0,Research and Development,25,4.0,4.0,Female,3,1,2,H,Y,H,Research and Design Specialists,2909.0,1.0,Yes,11.0,3.0,L,8.0,Y,3.0,8.0,7.0,3.0,0.0,52
18778,34.0,Sales,16,4.0,3.0,Female,3,1,2,L,N,L,Sales Representative,2220.0,5.0,Yes,19.0,4.0,L,1.0,N,3.0,1.0,1.0,0.0,0.0,42
18809,38.0,Sales,20,2.0,4.0,Male,3,3,4,H,Y,H,Sales Executive,7351.0,8.0,No,16.0,3.0,H,10.0,Y,3.0,1.0,0.0,0.0,0.0,74
18924,30.0,Sales,7,4.0,3.0,Female,3,3,2,L,N,H,Sales Executive,8412.0,0.0,No,11.0,3.0,L,10.0,N,3.0,9.0,8.0,7.0,8.0,45
18984,37.0,Research and Development,14,2.0,1.0,Female,1,2,2,H,N,L,Customercare Representative,4777.0,4.0,No,15.0,1.0,L,15.0,N,1.0,1.0,0.0,0.0,0.0,7
18985,40.0,Production,20,2.0,3.0,Male,3,2,2,L,N,L,Machinists,2741.0,8.0,Yes,15.0,3.0,L,15.0,N,4.0,7.0,2.0,3.0,7.0,36
19053,28.0,Sales,9,3.0,2.0,Male,3,2,1,H,Y,L,Sales Executive,4221.0,1.0,No,15.0,2.0,H,5.0,Y,4.0,5.0,4.0,0.0,4.0,70
19061,45.0,Research and Development,13,2.0,1.0,Male,2,4,4,H,N,H,Manager,16792.0,9.0,No,23.0,4.0,H,22.0,Y,3.0,20.0,8.0,11.0,8.0,69
19098,38.0,Production,17,2.0,4.0,Male,3,1,4,H,N,L,Machinists,1702.0,1.0,Yes,23.0,3.0,H,1.0,Y,3.0,1.0,0.0,0.0,0.0,64
19212,30.0,Production,16,4.0,3.0,Male,3,2,2,H,N,H,Machinists,3491.0,9.0,No,13.0,1.0,L,10.0,Y,2.0,10.0,7.0,8.0,9.0,66
19245,41.0,Finance,15,3.0,2.0,Male,3,2,2,H,Y,H,Accountant,8352.0,7.0,Yes,19.0,3.0,H,8.0,Y,3.0,8.0,3.0,2.0,5.0,55
19292,31.0,Sales,3,4.0,1.0,Female,3,2,2,L,N,H,Sales Executive,5476.0,5.0,No,11.0,1.0,L,10.0,Y,3.0,10.0,0.0,0.0,2.0,59
19353,39.0,Sales,22,4.0,1.0,Male,2,2,4,H,N,H,Sales Executive,6120.0,1.0,Yes,12.0,4.0,H,8.0,Y,4.0,5.0,4.0,1.0,4.0,63
19355,29.0,Research and Development,9,3.0,4.0,Male,3,1,1,L,N,L,Research and Design Specialists,2201.0,9.0,No,16.0,4.0,L,6.0,N,3.0,3.0,2.0,1.0,2.0,40
19501,50.0,Sales,6,3.0,4.0,Male,2,3,2,L,N,H,Sales Executive,10854.0,8.0,Yes,13.0,2.0,L,20.0,N,3.0,3.0,2.0,2.0,0.0,49
19513,28.0,Research and Development,8,3.0,1.0,Male,2,1,4,L,Y,H,Research and Design Specialists,1563.0,6.0,No,14.0,4.0,H,1.0,Y,1.0,1.0,0.0,0.0,0.0,67
19572,36.0,Sales,6,4.0,2.0,Female,2,2,2,L,N,H,Sales Executive,6652.0,3.0,No,13.0,1.0,H,8.0,N,2.0,6.0,3.0,0.0,0.0,25
19576,38.0,Research and Development,16,4.0,1.0,Female,4,2,2,H,N,H,Manufacturing Director,5980.0,2.0,Yes,12.0,4.0,H,17.0,Y,3.0,15.0,7.0,4.0,12.0,77
19598,28.0,Production,17,1.0,3.0,Female,3,1,1,L,N,L,Machinists,2515.0,3.0,Yes,11.0,4.0,L,1.0,N,2.0,1.0,1.0,0.0,0.0,29
19620,26.0,Production,12,3.0,1.0,Male,1,1,1,L,N,L,Machinists,2293.0,1.0,No,12.0,3.0,L,1.0,N,2.0,1.0,0.0,0.0,1.0,48
19649,24.0,Production,15,1.0,2.0,Male,3,1,2,L,Y,L,Machinists,2774.0,0.0,No,12.0,3.0,L,6.0,Y,3.0,5.0,3.0,1.0,2.0,45
19695,48.0,Production,23,2.0,1.0,Male,2,3,2,L,N,L,Machinists,5381.0,9.0,Yes,13.0,4.0,L,23.0,N,3.0,1.0,0.0,0.0,0.0,44
19737,37.0,Production,20,3.0,4.0,Female,3,1,2,L,N,L,Machinists,3034.0,1.0,No,12.0,3.0,L,18.0,N,2.0,18.0,7.0,12.0,17.0,49
19756,44.0,Research and Development,15,1.0,1.0,Female,4,1,2,L,Y,H,Research and Design Specialists,2011.0,7.0,No,13.0,4.0,L,10.0,Y,3.0,10.0,5.0,7.0,7.0,62
19826,38.0,Research and Development,7,4.0,2.0,Female,4,2,2,L,N,H,Customercare Representative,7625.0,7.0,No,13.0,3.0,L,10.0,N,2.0,9.0,7.0,1.0,8.0,48
19866,24.0,Production,10,1.0,2.0,Male,3,1,2,L,N,L,Machinists,3907.0,7.0,No,13.0,2.0,L,6.0,N,4.0,6.0,2.0,1.0,2.0,49
19947,54.0,Human Resources,6,3.0,4.0,Female,4,4,1,L,N,H,Manager,17328.0,2.0,Yes,12.0,3.0,L,23.0,N,3.0,5.0,3.0,4.0,4.0,48
20001,36.0,Research and Development,3,4.0,3.0,Female,3,2,2,L,N,L,Manufacturing Director,4663.0,3.0,Yes,12.0,2.0,L,7.0,N,3.0,3.0,2.0,1.0,1.0,41
20068,42.0,Research and Development,15,2.0,4.0,Female,4,2,4,H,Y,L,Research and Design Specialists,6545.0,3.0,Yes,13.0,3.0,H,10.0,Y,3.0,3.0,2.0,0.0,2.0,63
20157,50.0,Research and Development,12,2.0,4.0,Male,3,4,2,L,N,H,Research Director,17399.0,1.0,No,22.0,3.0,L,32.0,N,2.0,5.0,4.0,1.0,3.0,49
20232,49.0,Production,16,4.0,2.0,Male,3,1,4,L,N,L,Production Supervisors,5858.0,5.0,Yes,15.0,3.0,L,7.0,Y,1.0,9.0,3.0,1.0,7.0,39
20345,35.0,Production,1,4.0,3.0,Female,3,1,2,L,N,L,Machinists,4014.0,3.0,Yes,15.0,3.0,L,4.0,N,3.0,2.0,2.0,2.0,2.0,47
20382,54.0,IT Support,7,3.0,2.0,Male,3,2,1,L,Y,H,IT specialists,6457.0,7.0,No,15.0,2.0,L,10.0,Y,2.0,5.0,2.0,1.0,4.0,72
20454,44.0,Production,2,3.0,1.0,Male,3,1,2,L,N,L,Machinists,2362.0,3.0,No,12.0,3.0,H,10.0,N,4.0,3.0,2.0,1.0,2.0,24
20464,47.0,Finance,3,3.0,2.0,Female,2,2,2,L,Y,H,Accountant,8296.0,7.0,No,19.0,2.0,L,7.0,N,2.0,3.0,6.0,1.0,2.0,72
20682,55.0,Production,25,3.0,1.0,Male,3,1,3,L,N,H,Production Supervisors,6247.0,4.0,No,19.0,2.0,L,5.0,Y,3.0,2.0,4.0,1.0,3.0,37
20962,35.0,Research and Development,2,4.0,3.0,Male,3,2,2,H,N,L,Research and Design Specialists,4249.0,7.0,Yes,11.0,2.0,L,9.0,Y,3.0,9.0,6.0,1.0,1.0,50
20982,27.0,Production,17,2.0,4.0,Male,3,1,2,H,N,H,Machinists,3816.0,1.0,No,11.0,2.0,H,5.0,Y,3.0,5.0,2.0,0.0,4.0,91
21018,39.0,Research and Development,2,4.0,3.0,Female,3,3,2,H,N,H,Customercare Representative,10938.0,0.0,No,25.0,4.0,H,20.0,Y,3.0,19.0,6.0,11.0,8.0,62
21112,37.0,Finance,6,4.0,2.0,Female,2,3,1,L,Y,H,Accountant,8170.0,8.0,Yes,19.0,1.0,L,6.0,Y,3.0,3.0,5.0,1.0,3.0,55
21160,33.0,Research and Development,18,1.0,2.0,Male,3,3,1,L,N,H,Manager,13610.0,7.0,Yes,12.0,4.0,L,15.0,N,4.0,7.0,6.0,7.0,7.0,22
21163,39.0,Research and Development,15,5.0,2.0,Male,3,2,2,L,Y,L,Manufacturing Director,5377.0,6.0,No,13.0,4.0,L,10.0,N,3.0,7.0,7.0,7.0,7.0,41
21190,35.0,Production,25,4.0,3.0,Male,2,1,1,L,N,L,Machinists,3743.0,2.0,Yes,24.0,4.0,L,5.0,N,1.0,4.0,2.0,0.0,2.0,34
21200,25.0,Finance,15,3.0,1.0,Female,3,2,1,L,Y,H,Accountant,8369.0,7.0,No,16.0,3.0,H,5.0,Y,2.0,4.0,6.0,2.0,3.0,81
21207,54.0,Finance,12,4.0,2.0,Female,3,2,1,L,N,H,Accountant,8540.0,2.0,No,15.0,4.0,L,7.0,N,3.0,4.0,5.0,3.0,6.0,29
21293,37.0,Sales,16,2.0,2.0,Male,2,2,4,L,Y,H,Sales Executive,4189.0,8.0,No,14.0,1.0,H,5.0,Y,3.0,5.0,2.0,0.0,3.0,79
21326,31.0,Finance,24,3.0,1.0,Male,2,3,1,L,N,H,Accountant,9112.0,5.0,Yes,19.0,2.0,H,5.0,Y,1.0,6.0,2.0,3.0,5.0,35
21379,23.0,Production,4,1.0,2.0,Male,3,1,2,H,N,H,Machinists,2500.0,6.0,No,14.0,4.0,L,5.0,Y,4.0,4.0,3.0,0.0,2.0,61
21432,35.0,Research and Development,10,4.0,3.0,Female,3,3,1,H,N,H,Customercare Representative,10388.0,4.0,Yes,11.0,3.0,L,16.0,N,2.0,16.0,10.0,10.0,1.0,39
21502,40.0,Sales,22,2.0,1.0,Male,3,2,4,H,Y,H,Sales Executive,5473.0,9.0,No,12.0,4.0,H,9.0,Y,4.0,8.0,4.0,7.0,1.0,63
21572,41.0,Research and Development,5,3.0,4.0,Male,2,4,2,H,N,H,Manager,17181.0,4.0,No,13.0,2.0,H,21.0,Y,2.0,7.0,6.0,7.0,7.0,61
21667,33.0,Sales,2,3.0,4.0,Male,3,2,1,L,N,L,Sales Executive,4373.0,7.0,No,14.0,1.0,H,5.0,N,3.0,4.0,3.0,0.0,3.0,47
22054,42.0,IT Support,11,3.0,2.0,Male,2,3,1,L,N,L,IT specialists,5319.0,5.0,Yes,18.0,3.0,L,9.0,N,3.0,3.0,5.0,2.0,2.0,28
22290,39.0,Finance,22,4.0,1.0,Female,2,3,3,H,Y,H,Accountant,9412.0,2.0,Yes,15.0,4.0,L,5.0,Y,1.0,4.0,5.0,3.0,2.0,68
22353,49.0,Research and Development,14,4.0,3.0,Female,3,2,2,L,N,H,Manufacturing Director,6567.0,1.0,No,14.0,3.0,L,16.0,N,2.0,15.0,11.0,5.0,11.0,43
22403,31.0,Sales,2,3.0,4.0,Female,3,1,1,H,Y,L,Sales Representative,2302.0,4.0,Yes,11.0,1.0,H,3.0,N,4.0,3.0,2.0,2.0,2.0,39
22469,32.0,Sales,4,4.0,3.0,Female,3,3,2,L,Y,H,Sales Executive,10422.0,1.0,No,19.0,3.0,L,14.0,Y,3.0,14.0,10.0,5.0,7.0,70
22506,44.0,Sales,3,5.0,2.0,Female,3,2,2,H,N,H,Sales Executive,5454.0,5.0,Yes,21.0,3.0,L,9.0,Y,2.0,4.0,3.0,1.0,3.0,59
22540,38.0,Sales,10,4.0,1.0,Female,2,2,1,H,N,H,Sales Executive,8686.0,4.0,No,22.0,3.0,L,12.0,Y,4.0,8.0,3.0,0.0,7.0,55
22553,58.0,Sales,16,3.0,4.0,Female,3,4,2,L,N,H,Manager,17875.0,7.0,Yes,13.0,3.0,L,29.0,N,2.0,1.0,0.0,0.0,0.0,46
22658,38.0,Production,24,5.0,4.0,Female,3,2,2,L,N,L,Machinists,2406.0,1.0,No,11.0,4.0,L,10.0,N,3.0,10.0,3.0,9.0,9.0,40
22821,38.0,Research and Development,8,3.0,4.0,Male,3,2,1,L,Y,H,Manufacturing Director,6261.0,3.0,No,18.0,1.0,L,9.0,N,1.0,7.0,7.0,1.0,7.0,18
22827,32.0,Research and Development,12,3.0,4.0,Male,3,1,3,L,Y,L,Research and Design Specialists,2439.0,1.0,No,14.0,4.0,L,4.0,Y,3.0,4.0,2.0,1.0,2.0,75
22877,50.0,Research and Development,1,4.0,1.0,Male,3,4,1,L,Y,H,Manager,17924.0,7.0,No,11.0,4.0,L,31.0,Y,3.0,31.0,6.0,14.0,7.0,58
22942,30.0,Research and Development,22,3.0,1.0,Male,1,1,2,L,N,L,Research and Design Specialists,2613.0,1.0,No,25.0,3.0,L,10.0,N,2.0,10.0,7.0,0.0,9.0,44
22999,29.0,Production,5,1.0,2.0,Male,3,1,1,H,Y,H,Machinists,4723.0,9.0,Yes,18.0,4.0,H,10.0,Y,3.0,10.0,9.0,1.0,5.0,58
23022,32.0,Sales,15,2.0,4.0,Male,1,2,1,L,N,L,Sales Executive,4668.0,0.0,No,17.0,4.0,L,9.0,N,4.0,8.0,7.0,0.0,7.0,47
23027,50.0,Production,13,3.0,1.0,Male,3,1,2,H,Y,H,Machinists,2380.0,7.0,No,18.0,2.0,H,8.0,Y,3.0,1.0,0.0,0.0,0.0,78
23116,47.0,Research and Development,7,5.0,4.0,Male,3,5,4,H,N,H,Research Director,18300.0,4.0,No,11.0,2.0,H,21.0,Y,3.0,3.0,2.0,1.0,1.0,80
23130,36.0,Research and Development,7,3.0,4.0,Male,3,3,2,L,Y,H,Customercare Representative,8321.0,8.0,Yes,13.0,4.0,H,15.0,N,3.0,12.0,8.0,5.0,7.0,45
23338,38.0,Finance,14,3.0,2.0,Male,2,2,2,L,Y,L,Accountant,8560.0,2.0,Yes,16.0,1.0,L,8.0,Y,2.0,2.0,5.0,1.0,3.0,75
23347,27.0,Research and Development,12,3.0,4.0,Male,3,1,4,L,Y,H,Research and Design Specialists,2580.0,6.0,No,13.0,3.0,L,6.0,Y,2.0,4.0,2.0,1.0,2.0,74
23605,40.0,Production,5,3.0,4.0,Female,3,2,2,L,Y,H,Machinists,6323.0,2.0,No,11.0,1.0,L,10.0,Y,4.0,10.0,9.0,9.0,4.0,68
23668,38.0,Research and Development,25,3.0,3.0,Female,3,3,3,H,N,H,Manufacturing Director,7861.0,5.0,Yes,14.0,4.0,H,10.0,Y,4.0,1.0,0.0,0.0,0.0,71
23681,51.0,Finance,13,4.0,1.0,Female,3,3,1,H,N,H,Accountant,9741.0,2.0,Yes,18.0,2.0,L,8.0,N,1.0,6.0,5.0,3.0,3.0,29
23708,37.0,Research and Development,8,4.0,4.0,Male,3,2,2,L,N,L,Research and Design Specialists,4284.0,1.0,Yes,22.0,3.0,H,16.0,N,3.0,5.0,3.0,0.0,4.0,42
23714,23.0,Research and Development,12,1.0,3.0,Male,3,1,2,L,Y,L,Research and Design Specialists,2904.0,1.0,No,12.0,3.0,L,4.0,Y,2.0,4.0,2.0,0.0,2.0,50
23800,44.0,Research and Development,18,4.0,4.0,Male,3,2,2,H,Y,H,Research and Design Specialists,4541.0,7.0,No,25.0,2.0,L,20.0,Y,3.0,20.0,11.0,13.0,17.0,54
23828,51.0,Research and Development,13,4.0,2.0,Male,2,3,2,L,N,H,Research Director,12490.0,5.0,No,16.0,4.0,L,16.0,N,1.0,10.0,9.0,4.0,7.0,46
23930,35.0,Human Resources,19,4.0,3.0,Male,3,1,4,H,N,H,Human Resources,4323.0,1.0,No,17.0,2.0,H,6.0,Y,1.0,5.0,4.0,1.0,4.0,74
23945,32.0,Sales,23,1.0,3.0,Male,3,2,4,H,Y,H,Sales Executive,4078.0,7.0,Yes,13.0,1.0,H,4.0,Y,2.0,3.0,2.0,1.0,2.0,79
24091,42.0,Human Resources,1,1.0,3.0,Male,3,1,2,H,Y,H,Human Resources,2696.0,0.0,Yes,11.0,3.0,L,4.0,Y,3.0,3.0,2.0,1.0,0.0,60
24099,42.0,Sales,21,3.0,3.0,Male,3,4,2,L,Y,H,Sales Executive,13758.0,7.0,Yes,12.0,2.0,L,22.0,N,2.0,21.0,9.0,13.0,14.0,44
24147,23.0,Sales,17,1.0,3.0,Male,3,1,2,H,Y,H,Sales Representative,2322.0,3.0,No,13.0,3.0,L,3.0,Y,3.0,0.0,0.0,0.0,0.0,55
24168,38.0,Sales,5,3.0,2.0,Female,3,2,2,H,N,H,Sales Executive,4198.0,3.0,No,12.0,2.0,H,8.0,Y,4.0,3.0,2.0,1.0,2.0,57
24188,42.0,Human Resources,13,5.0,4.0,Male,4,2,2,H,N,H,Human Resources,6272.0,8.0,No,16.0,1.0,L,10.0,Y,4.0,4.0,3.0,0.0,3.0,70
24190,34.0,Sales,3,2.0,2.0,Male,3,1,1,H,Y,H,Sales Representative,2308.0,1.0,Yes,25.0,2.0,H,12.0,Y,3.0,11.0,10.0,5.0,7.0,58
24286,31.0,Sales,3,3.0,2.0,Female,1,2,1,L,N,L,Sales Executive,4559.0,3.0,Yes,11.0,3.0,L,4.0,N,3.0,2.0,2.0,2.0,2.0,15
24324,26.0,Human Resources,15,2.0,4.0,Female,3,1,1,L,N,L,Human Resources,2148.0,7.0,Yes,11.0,3.0,H,6.0,N,3.0,5.0,1.0,1.0,4.0,38
24334,29.0,Research and Development,25,3.0,3.0,Male,3,1,2,H,N,H,Research and Design Specialists,2058.0,0.0,No,14.0,4.0,H,7.0,Y,2.0,6.0,2.0,1.0,5.0,62
24337,52.0,Finance,21,4.0,2.0,Male,3,3,2,L,N,H,Accountant,9190.0,2.0,Yes,17.0,1.0,H,9.0,Y,3.0,10.0,3.0,2.0,2.0,30
24579,41.0,Research and Development,7,3.0,2.0,Female,3,5,2,H,Y,H,Research Director,19545.0,1.0,No,12.0,4.0,H,23.0,N,3.0,22.0,15.0,15.0,8.0,69
24620,24.0,Sales,13,1.0,1.0,Female,3,1,2,H,N,H,Sales Representative,3202.0,1.0,Yes,16.0,2.0,L,6.0,Y,3.0,5.0,3.0,1.0,4.0,57
24625,40.0,Sales,2,4.0,1.0,Male,2,3,2,H,Y,H,Sales Executive,9705.0,4.0,No,12.0,2.0,L,11.0,Y,2.0,1.0,0.0,0.0,0.0,62
24637,43.0,Research and Development,11,2.0,4.0,Female,4,1,2,L,Y,H,Research and Design Specialists,2645.0,1.0,No,12.0,4.0,L,6.0,Y,2.0,5.0,3.0,1.0,4.0,50
24677,40.0,Sales,24,3.0,2.0,Female,4,4,1,L,N,H,Sales Executive,13194.0,7.0,Yes,16.0,4.0,L,22.0,N,2.0,1.0,0.0,0.0,0.0,29
24756,30.0,Sales,6,1.0,4.0,Male,3,1,2,L,N,L,Sales Representative,2983.0,0.0,No,14.0,1.0,L,4.0,N,3.0,3.0,2.0,1.0,2.0,42
24951,32.0,Research and Development,8,4.0,3.0,Female,3,2,4,L,Y,H,Customercare Representative,6667.0,4.0,No,18.0,2.0,L,9.0,Y,3.0,5.0,1.0,1.0,2.0,67
25289,48.0,Finance,6,3.0,1.0,Male,2,2,2,L,Y,H,Accountant,8911.0,6.0,Yes,17.0,2.0,L,8.0,N,2.0,7.0,6.0,1.0,7.0,70
25340,31.0,Research and Development,3,3.0,2.0,Male,3,2,2,L,Y,H,Manufacturing Director,9936.0,8.0,No,19.0,2.0,L,10.0,Y,3.0,9.0,4.0,1.0,7.0,70
25467,45.0,Production,21,3.0,2.0,Male,4,2,2,L,N,L,Production Supervisors,5984.0,6.0,Yes,19.0,1.0,H,10.0,N,1.0,7.0,5.0,3.0,3.0,31
25557,54.0,Finance,12,4.0,2.0,Female,2,2,2,L,Y,H,Accountant,9691.0,5.0,Yes,16.0,4.0,L,9.0,Y,3.0,6.0,7.0,1.0,2.0,57
25602,48.0,Sales,3,1.0,2.0,Male,4,2,1,H,N,H,Sales Executive,8120.0,3.0,No,12.0,4.0,L,12.0,Y,3.0,2.0,2.0,2.0,2.0,55
25603,32.0,Production,19,4.0,1.0,Female,2,2,2,L,N,H,Production Supervisors,6830.0,5.0,No,15.0,2.0,H,10.0,Y,1.0,6.0,4.0,2.0,5.0,32
25620,46.0,Sales,11,2.0,2.0,Male,2,2,2,L,Y,L,Sales Executive,7991.0,2.0,No,15.0,3.0,H,6.0,Y,3.0,2.0,2.0,2.0,2.0,52
25793,54.0,Finance,19,3.0,2.0,Male,2,2,1,L,Y,L,Accountant,9225.0,5.0,No,17.0,2.0,L,10.0,Y,3.0,2.0,3.0,1.0,3.0,79
25879,53.0,Sales,12,3.0,3.0,Female,2,3,1,H,Y,H,Sales Executive,7525.0,5.0,No,12.0,1.0,L,30.0,Y,3.0,15.0,7.0,6.0,12.0,58
25912,46.0,Sales,12,3.0,3.0,Female,3,4,3,H,N,H,Manager,16606.0,2.0,No,12.0,4.0,H,23.0,Y,4.0,13.0,12.0,5.0,1.0,76
25940,39.0,Human Resources,9,3.0,3.0,Female,4,2,2,H,N,H,Human Resources,6389.0,9.0,No,15.0,3.0,L,12.0,Y,1.0,8.0,3.0,3.0,6.0,59
26017,33.0,Research and Development,22,4.0,4.0,Male,3,1,1,L,N,L,Research and Design Specialists,2686.0,8.0,Yes,13.0,3.0,L,10.0,N,2.0,10.0,9.0,7.0,8.0,38
26024,54.0,Sales,2,4.0,3.0,Female,2,3,1,L,N,H,Sales Executive,10686.0,9.0,No,11.0,2.0,L,13.0,N,3.0,9.0,4.0,7.0,0.0,47
26037,27.0,Finance,8,4.0,2.0,Female,3,2,1,L,Y,H,Accountant,9908.0,8.0,Yes,19.0,1.0,L,5.0,N,2.0,8.0,2.0,2.0,6.0,85
26228,27.0,Human Resources,9,3.0,1.0,Female,2,1,1,L,N,L,Human Resources,2863.0,3.0,No,12.0,1.0,H,1.0,N,3.0,1.0,0.0,0.0,0.0,23
26232,42.0,IT Support,2,3.0,2.0,Male,2,3,1,L,N,L,IT specialists,5319.0,5.0,Yes,18.0,3.0,L,9.0,N,3.0,3.0,5.0,2.0,2.0,28
26262,34.0,Sales,11,4.0,1.0,Female,2,2,2,H,Y,L,Sales Executive,4599.0,3.0,Yes,23.0,3.0,L,16.0,N,4.0,15.0,9.0,10.0,10.0,36
26270,26.0,Finance,9,3.0,2.0,Female,3,3,2,L,N,H,Accountant,8829.0,7.0,No,17.0,4.0,H,10.0,N,1.0,7.0,4.0,2.0,2.0,35
26321,52.0,Finance,14,4.0,2.0,Male,3,2,2,L,Y,L,Accountant,8719.0,2.0,Yes,16.0,4.0,L,5.0,Y,3.0,6.0,6.0,1.0,7.0,73
26622,20.0,Sales,13,3.0,4.0,Female,3,1,1,H,N,L,Sales Representative,2323.0,9.0,Yes,14.0,2.0,L,2.0,N,3.0,2.0,2.0,0.0,2.0,23
26676,40.0,Sales,1,4.0,3.0,Male,2,3,4,H,N,H,Sales Executive,10855.0,7.0,No,11.0,1.0,H,15.0,Y,2.0,12.0,11.0,2.0,11.0,64
26769,32.0,Production,10,3.0,3.0,Female,2,1,1,H,N,L,Machinists,2332.0,6.0,No,20.0,3.0,L,5.0,N,3.0,3.0,0.0,0.0,2.0,39
26788,28.0,Research and Development,14,3.0,4.0,Male,3,1,2,H,N,H,Research and Design Specialists,2070.0,1.0,No,23.0,4.0,H,5.0,Y,2.0,5.0,2.0,0.0,4.0,66
26863,48.0,Sales,15,2.0,4.0,Female,3,1,1,L,N,L,Sales Representative,2655.0,6.0,Yes,11.0,3.0,L,19.0,N,3.0,9.0,7.0,7.0,7.0,40
26883,34.0,Production,21,3.0,2.0,Male,4,5,1,L,N,L,Production Supervisors,5959.0,5.0,No,19.0,4.0,L,6.0,N,2.0,5.0,4.0,3.0,6.0,33
26908,55.0,Research and Development,22,1.0,3.0,Male,2,4,2,L,Y,H,Manager,16756.0,2.0,No,15.0,2.0,L,31.0,Y,4.0,9.0,7.0,6.0,2.0,62
26977,24.0,Research and Development,6,3.0,3.0,Male,4,1,2,L,N,L,Research and Design Specialists,4401.0,1.0,No,16.0,4.0,L,5.0,N,3.0,5.0,3.0,0.0,4.0,36
27264,34.0,Sales,2,2.0,2.0,Male,4,2,2,L,Y,H,Sales Executive,6799.0,3.0,No,21.0,3.0,H,10.0,Y,3.0,10.0,8.0,4.0,8.0,59
27369,40.0,Research and Development,2,1.0,2.0,Female,4,2,3,H,N,H,Customercare Representative,6377.0,8.0,No,20.0,2.0,L,15.0,Y,3.0,12.0,11.0,11.0,8.0,83
27401,42.0,Sales,19,4.0,3.0,Male,3,2,2,H,Y,H,Sales Executive,6825.0,0.0,No,11.0,4.0,H,10.0,Y,3.0,9.0,7.0,4.0,2.0,62
27424,29.0,Human Resources,9,1.0,4.0,Male,2,1,4,L,Y,H,Human Resources,2804.0,7.0,No,11.0,4.0,H,1.0,Y,3.0,1.0,0.0,0.0,0.0,65
27495,26.0,Finance,6,3.0,2.0,Female,2,2,4,H,N,H,Accountant,9566.0,2.0,Yes,15.0,4.0,L,9.0,N,3.0,5.0,3.0,1.0,2.0,27
27561,20.0,Production,9,3.0,1.0,Male,2,1,4,L,N,H,Machinists,3033.0,2.0,No,12.0,1.0,L,2.0,Y,2.0,2.0,2.0,1.0,2.0,64
27844,32.0,Production,1,2.0,4.0,Male,3,1,2,H,N,H,Machinists,3068.0,0.0,No,13.0,3.0,H,8.0,Y,2.0,7.0,7.0,3.0,6.0,61
27967,54.0,Research and Development,15,3.0,4.0,Male,3,4,2,L,Y,H,Research Director,17779.0,6.0,No,14.0,1.0,L,36.0,Y,3.0,10.0,9.0,0.0,9.0,57
27968,34.0,Production,3,3.0,2.0,Male,4,2,1,L,Y,H,Machinists,4404.0,2.0,No,12.0,1.0,L,6.0,Y,4.0,4.0,3.0,1.0,2.0,56
27999,32.0,Sales,8,4.0,2.0,Male,3,2,4,H,Y,H,Sales Executive,5010.0,1.0,No,16.0,1.0,H,12.0,Y,3.0,11.0,8.0,5.0,7.0,66
28127,31.0,Production,10,3.0,3.0,Male,3,1,1,L,Y,L,Machinists,2610.0,9.0,No,12.0,3.0,L,2.0,N,2.0,2.0,2.0,2.0,2.0,29
28286,34.0,Sales,18,4.0,2.0,Male,3,2,2,L,N,L,Sales Executive,4568.0,0.0,No,20.0,3.0,L,10.0,N,3.0,9.0,5.0,8.0,7.0,42
28320,28.0,Production,20,4.0,4.0,Male,2,1,1,L,Y,H,Machinists,3196.0,8.0,No,12.0,3.0,L,6.0,Y,3.0,6.0,5.0,3.0,3.0,58
28382,51.0,Finance,23,4.0,2.0,Male,2,3,1,L,Y,L,Accountant,9621.0,1.0,Yes,18.0,3.0,L,10.0,N,3.0,5.0,5.0,3.0,4.0,55
28456,38.0,Sales,15,2.0,1.0,Female,4,2,1,H,N,L,Sales Executive,5605.0,1.0,Yes,24.0,3.0,L,8.0,Y,3.0,8.0,0.0,7.0,7.0,51
28479,40.0,Production,18,4.0,3.0,Male,3,2,4,L,N,H,Machinists,3975.0,3.0,No,11.0,3.0,H,11.0,Y,4.0,8.0,7.0,0.0,7.0,65
28530,26.0,Research and Development,13,2.0,3.0,Female,2,1,2,L,N,L,Research and Design Specialists,2366.0,6.0,Yes,14.0,1.0,L,8.0,N,3.0,8.0,7.0,1.0,7.0,46
28596,35.0,Production,25,4.0,2.0,Male,1,1,2,L,Y,L,Machinists,2705.0,8.0,No,16.0,2.0,H,6.0,N,4.0,5.0,4.0,0.0,3.0,48
